comment,label
"Dịch vụ quảng cáo thì hay, thực tế thì dở!",negative
"Nhạc này lạ tai, chưa biết có hợp không.",neutral
"Video này quay đẹp, xem đã mắt lắm!",positive
"Hàng giao thiếu phụ kiện, shop không chịu bù!",negative
"Clip này nội dung mới lạ, để xem hết xem.",neutral
"App này giao diện xịn, dùng rất tiện!",positive
"Phim này dở tệ, phí cả buổi tối xem!",negative
"Game này bạn khen, để chơi thử xem sao.",neutral
"Nhạc live này đỉnh, nghe mà nổi hết da gà!",positive
"Giao hàng chậm, còn giao nhầm chỗ nữa!",negative
"Video này hơi buồn, chưa rõ có hay không.",neutral
"Sản phẩm này đáng tiền, mua không hối tiếc!",positive
"Dịch vụ hỗ trợ khách hàng tệ, không đáng tin!",negative
"Phim này dài tập, để xem dần dần.",neutral
"Clip này hài hước, xem cười bể bụng!",positive
"Hàng rẻ mà kém, mua về chỉ tổ vứt!",negative
"App này mới ra, chưa biết có ổn không.",neutral
"Game này cuốn hút, chơi quên cả giờ giấc!",positive
"Nhạc gì mà chán thế, nghe không nổi luôn!",negative
"Video này hình đẹp, chưa rõ nội dung thế nào.",neutral
"Phim này kịch bản hay, xem rất đã!",positive
"Dịch vụ giao hàng thiếu trách nhiệm, chán!",negative
"Sản phẩm này giá cao, để cân nhắc thêm.",neutral
"Clip này phân tích kỹ, xem học được nhiều!",positive
"Hàng giao trầy xước, shop không chịu trách nhiệm!",negative
"Game này mới lên kệ, chưa biết có hot không.",neutral
"Nhạc này nhẹ nhàng, nghe muốn thả hồn!",positive
"App này lỗi liên tục, dùng mà tức điên!",negative
"Video này ngắn gọn, xem thấy cũng ổn.",neutral
"Phim hành động này đỉnh, xem mãn nhãn lắm!",positive
"Dịch vụ giao hàng lằng nhằng, không đáng tin!",negative
"Sản phẩm này bạn gợi ý, để thử xem sao.",neutral
"Clip này ý tưởng độc, xem thích mê!",positive
"Hàng giao lâu, mở ra hỏng luôn!",negative
"Nhạc này mới lạ, chưa biết có thích không.",neutral
"Game nhập vai này hay, chơi cực kỳ cuốn!",positive
"Dịch vụ quá tệ, không đáng để thử lần nữa!",negative
"Video này nội dung nhẹ, xem cho vui thôi.",neutral
"Phim này cảm xúc, xem mà rơi lệ!",positive
"Hàng gì mà kém thế, mua về tiếc đứt ruột!",negative
"App này mới cài, chưa rõ có tốt không.",neutral
"Clip reaction này vui, xem cười đau bụng!",positive
"Giao hàng chậm, nhân viên còn thái độ tệ!",negative
"Game này đồ họa đẹp, để chơi thử xem.",neutral
"Nhạc EDM này sôi động, nghe muốn nhảy luôn!",positive
"Dịch vụ hỗ trợ khách hàng kém, không nhiệt tình!",negative
"Phim này dài, chưa biết có đáng xem không.",neutral
"Video này sáng tạo, xem mà trầm trồ!",positive
"Hàng giao sai, shop không chịu sửa lỗi!",negative
"Sản phẩm này giá rẻ, để mua thử xem.",neutral
"Game này kịch tính, chơi mà tim đập mạnh!",positive
"Nhạc gì mà chán ngắt, nghe phát buồn!",negative
"Clip này nội dung lạ, xem thử cho biết.",neutral
"Phim này plot hay, xem xong bất ngờ!",positive
"Dịch vụ giao hàng tệ, không đúng giờ!",negative
"App này nghe bảo tiện, để dùng thử xem.",neutral
"Video du lịch này đẹp, xem muốn đi ngay!",positive
"Hàng kém bền, dùng vài hôm là hỏng!",negative
"Nhạc này bình thường, chưa thấy gì đặc biệt.",neutral
"Game này hấp dẫn, chơi quên cả ăn uống!",positive
"Dịch vụ hỗ trợ chậm, thái độ không ra gì!",negative
"Phim này bạn khen, để xem thử sao.",neutral
"Clip này quay đẹp, nội dung lôi cuốn!",positive
"Hàng giao trễ, còn bị bể nữa chứ!",negative
"Sản phẩm này giá ổn, chưa rõ bền không.",neutral
"Nhạc ballad này thấm, nghe mà xúc động!",positive
"Video này quá chất, xem xong muốn share ngay!",positive
"Dịch vụ tệ hại, không đáng một đồng nào!",negative
"Game này mới ra, chưa biết có đáng chơi không.",neutral
"Nhạc này đỉnh thật, nghe là ghiền luôn!",positive
"Giao hàng chậm kinh khủng, thái độ còn tệ!",negative
"Clip này nội dung ổn, xem cho vui thôi.",neutral
"Phim này hồi hộp, xem mà không dám thở!",positive
"Hàng gì mà kém thế, mua về chỉ tổ bực!",negative
"Sản phẩm này bạn giới thiệu, để thử xem.",neutral
"App này nhanh gọn, dùng thích mê ly!",positive
"Nhạc gì mà chán thế, nghe chẳng ra gì!",negative
"Video này hơi dài, chưa rõ có hay không.",neutral
"Clip này dạy đỉnh, làm theo dễ ẹc!",positive
"Dịch vụ giao hàng tệ, không đúng lời hứa!",negative
"Game này hình ảnh đẹp, để chơi thử đã.",neutral
"Phim này cảm động, xem xong muốn khóc!",positive
"Hàng giao sai, shop còn không chịu nhận lỗi!",negative
"Nhạc này nghe tạm, chưa có gì ấn tượng.",neutral
"Video dựng quá hay, xem mà mê mẩn!",positive
"App này lag hoài, dùng mà phát điên!",negative
"Sản phẩm này mới mua, chưa biết bền thế nào.",neutral
"Clip này truyền cảm hứng, xem xong có động lực!",positive
"Giao hàng trễ, hàng còn bị hỏng nữa!",negative
"Phim này nghe nói hay, để xem thử sao.",neutral
"Game này chiến thuật đỉnh, chơi cực kỳ đã!",positive
"Dịch vụ hỗ trợ khách hàng tệ, không đáng tin!",negative
"Video này ngắn gọn, xem giải trí cũng ổn.",neutral
"Nhạc acoustic này hay, nghe thư giãn ghê!",positive
"Hàng giao lâu, chất lượng thì quá kém!",negative
"App này mới nghe nói, để tải về xem.",neutral
"Clip kể chuyện ma ghê, xem mà lạnh sống lưng!",positive
"Phim này nhạt nhẽo, xem nửa đường bỏ luôn!",negative
"Sản phẩm này giá rẻ, chưa rõ dùng tốt không.",neutral
"Game này căng thẳng, chơi mà hồi hộp lắm!",positive
"Dịch vụ quảng cáo thì ngon, thực tế thì tệ!",negative
"Nhạc này lạ lạ, chưa biết có hợp gu không.",neutral
"Video này quay đẹp, xem đã mắt ghê!",positive
"Hàng giao thiếu, shop không chịu giải quyết!",negative
"Clip này nội dung mới, để xem hết thử.",neutral
"App này giao diện đẹp, dùng rất tiện lợi!",positive
"Phim này dở kinh khủng, phí thời gian xem!",negative
"Game này bạn khen, để chơi thử xem sao.",neutral
"Nhạc live này đỉnh, nghe mà nổi da gà!",positive
"Giao hàng chậm, còn giao nhầm hàng nữa!",negative
"Video này hơi buồn, chưa rõ có hay không.",neutral
"Sản phẩm này đáng giá, mua không hối hận!",positive
"Dịch vụ hỗ trợ khách hàng tệ, không nhiệt tình!",negative
"Phim này dài tập, để xem từ từ.",neutral
"Clip này hài hước, xem cười đau cả ruột!",positive
"Hàng rẻ mà kém, mua về chỉ tổ vứt!",negative
"App này mới ra, chưa biết có tốt không.",neutral
"Game này cuốn hút, chơi quên cả thời gian!",positive
"Nhạc gì mà chán thế, nghe không vô!",negative
"Video này hình đẹp, chưa rõ nội dung sao.",neutral
"Phim này kịch bản hay, xem rất cuốn!",positive
"Dịch vụ giao hàng thiếu trách nhiệm, chán!",negative
"Sản phẩm này giá cao, để suy nghĩ thêm.",neutral
"Clip này phân tích sâu, xem học được nhiều!",positive
"Hàng giao trầy, shop không chịu đổi mới!",negative
"Game này mới lên kệ, chưa biết có hot không.",neutral
"Nhạc này nhẹ nhàng, nghe muốn thả hồn!",positive
"App này lỗi liên tục, dùng mà tức điên!",negative
"Video này ngắn gọn, xem thấy cũng ổn.",neutral
"Phim hành động này đỉnh, xem mãn nhãn lắm!",positive
"Dịch vụ giao hàng lằng nhằng, không đáng tin!",negative
"Sản phẩm này bạn gợi ý, để thử xem sao.",neutral
"Clip này ý tưởng độc, xem thích mê!",positive
"Hàng giao lâu, mở ra hỏng luôn!",negative
"Nhạc này mới lạ, chưa biết có thích không.",neutral
"Game nhập vai này hay, chơi cực kỳ cuốn!",positive
"Dịch vụ quá tệ, không đáng để thử lần nữa!",negative
"Video này nội dung nhẹ, xem cho vui thôi.",neutral
"Phim này cảm xúc, xem mà rơi nước mắt!",positive
"Hàng gì mà kém thế, mua về tiếc đứt ruột!",negative
"App này mới cài, chưa rõ có tốt không.",neutral
"Clip reaction này vui, xem cười sảng khoái!",positive
"Giao hàng chậm, nhân viên còn thái độ tệ!",negative
"Game này đồ họa đẹp, để chơi thử xem.",neutral
"Nhạc EDM này sôi động, nghe muốn nhảy luôn!",positive
"Dịch vụ hỗ trợ khách hàng kém, không nhiệt tình!",negative
"Phim này dài, chưa biết có đáng xem không.",neutral
"Video này sáng tạo, xem mà trầm trồ!",positive
"Hàng giao sai, shop không chịu sửa lỗi!",negative
"Sản phẩm này giá rẻ, để mua thử xem.",neutral
"Game này kịch tính, chơi mà tim đập mạnh!",positive
"Nhạc gì mà chán ngắt, nghe phát buồn!",negative
"Clip này nội dung lạ, xem thử cho biết.",neutral
"Phim này plot hay, xem xong bất ngờ!",positive
"Dịch vụ giao hàng tệ, không đúng giờ!",negative
"App này nghe bảo tiện, để dùng thử xem.",neutral
"Video du lịch này đẹp, xem muốn đi ngay!",positive
"Hàng kém bền, dùng vài hôm là hỏng!",negative
"Nhạc này bình thường, chưa thấy gì đặc biệt.",neutral
"Game này hấp dẫn, chơi quên cả ăn uống!",positive
"Dịch vụ hỗ trợ chậm, thái độ không ra gì!",negative
"Phim này bạn khen, để xem thử sao.",neutral
"Clip này quay đẹp, nội dung lôi cuốn!",positive
"Hàng giao trễ, còn bị bể nữa chứ!",negative
"Sản phẩm này giá ổn, chưa rõ bền không.",neutral
"Nhạc ballad này thấm, nghe mà xúc động!",positive
"Video này quá chất, xem xong muốn share ngay!",positive
"Dịch vụ tệ hại, không đáng một đồng nào!",negative
"Game này mới ra, chưa biết có đáng chơi không.",neutral
"Nhạc này đỉnh thật, nghe là ghiền luôn!",positive
"Giao hàng chậm kinh khủng, thái độ còn tệ!",negative
"Clip này nội dung ổn, xem cho vui thôi.",neutral
"Phim này hồi hộp, xem mà không dám thở!",positive
"Hàng gì mà kém thế, mua về chỉ tổ bực!",negative
"Sản phẩm này bạn giới thiệu, để thử xem.",neutral
"App này nhanh gọn, dùng thích mê ly!",positive
"Nhạc gì mà chán thế, nghe chẳng ra gì!",negative
"Video này hơi dài, chưa rõ có hay không.",neutral
"Clip này dạy đỉnh, làm theo dễ ẹc!",positive
"Dịch vụ giao hàng tệ, không đúng lời hứa!",negative
"Game này hình ảnh đẹp, để chơi thử đã.",neutral
"Phim này cảm động, xem xong muốn khóc!",positive
"Hàng giao sai, shop còn không chịu nhận lỗi!",negative
"Nhạc này nghe tạm, chưa có gì ấn tượng.",neutral
"Video dựng quá hay, xem mà mê mẩn!",positive
"App này lag hoài, dùng mà phát điên!",negative
"Sản phẩm này mới mua, chưa biết bền thế nào.",neutral
"Clip này truyền cảm hứng, xem xong có động lực!",positive
"Giao hàng trễ, hàng còn bị hỏng nữa!",negative
"Phim này nghe nói hay, để xem thử sao.",neutral
"Game này chiến thuật đỉnh, chơi cực kỳ đã!",positive
"Dịch vụ hỗ trợ khách hàng tệ, không đáng tin!",negative
"Video này ngắn gọn, xem giải trí cũng ổn.",neutral
"Nhạc acoustic này hay, nghe thư giãn ghê!",positive
"Hàng giao lâu, chất lượng thì quá kém!",negative
"App này mới nghe nói, để tải về xem.",neutral
"Clip kể chuyện ma ghê, xem mà lạnh sống lưng!",positive
"Phim này nhạt nhẽo, xem nửa đường bỏ luôn!",negative
"Sản phẩm này giá rẻ, chưa rõ dùng tốt không.",neutral
"Game này căng thẳng, chơi mà hồi hộp lắm!",positive
"Dịch vụ quảng cáo thì ngon, thực tế thì tệ!",negative
"Nhạc này lạ lạ, chưa biết có hợp gu không.",neutral
"Video này quay đẹp, xem đã mắt ghê!",positive
"Hàng giao thiếu, shop không chịu giải quyết!",negative
"Clip này nội dung mới, để xem hết thử.",neutral
"App này giao diện đẹp, dùng rất tiện lợi!",positive
"Phim này dở kinh khủng, phí thời gian xem!",negative
"Game này bạn khen, để chơi thử xem sao.",neutral
"Nhạc live này đỉnh, nghe mà nổi da gà!",positive
"Giao hàng chậm, còn giao nhầm hàng nữa!",negative
"Video này hơi buồn, chưa rõ có hay không.",neutral
"Sản phẩm này đáng giá, mua không hối hận!",positive
"Dịch vụ hỗ trợ khách hàng tệ, không nhiệt tình!",negative
"Phim này dài tập, để xem từ từ.",neutral
"Clip này hài hước, xem cười đau cả ruột!",positive
"Hàng rẻ mà kém, mua về chỉ tổ vứt!",negative
"App này mới ra, chưa biết có tốt không.",neutral
"Game này cuốn hút, chơi quên cả thời gian!",positive
"Nhạc gì mà chán thế, nghe không vô!",negative
"Video này hình đẹp, chưa rõ nội dung sao.",neutral
"Phim này kịch bản hay, xem rất cuốn!",positive
"Dịch vụ giao hàng thiếu trách nhiệm, chán!",negative
"Sản phẩm này giá cao, để suy nghĩ thêm.",neutral
"Clip này phân tích sâu, xem học được nhiều!",positive
"Hàng giao trầy, shop không chịu đổi mới!",negative
"Game này mới lên kệ, chưa biết có hot không.",neutral
"Nhạc này nhẹ nhàng, nghe muốn thả hồn!",positive
"App này lỗi liên tục, dùng mà tức điên!",negative
"Video này ngắn gọn, xem thấy cũng ổn.",neutral
"Phim hành động này đỉnh, xem mãn nhãn lắm!",positive
"Dịch vụ giao hàng lằng nhằng, không đáng tin!",negative
"Sản phẩm này bạn gợi ý, để thử xem sao.",neutral
"Clip này ý tưởng độc, xem thích mê!",positive
"Hàng giao lâu, mở ra hỏng luôn!",negative
"Nhạc này mới lạ, chưa biết có thích không.",neutral
"Game nhập vai này hay, chơi cực kỳ cuốn!",positive
"Dịch vụ quá tệ, không đáng để thử lần nữa!",negative
"Video này nội dung nhẹ, xem cho vui thôi.",neutral
"Phim này cảm xúc, xem mà rơi nước mắt!",positive
"Hàng gì mà kém thế, mua về tiếc đứt ruột!",negative
"App này mới cài, chưa rõ có tốt không.",neutral
"Clip reaction này vui, xem cười sảng khoái!",positive
"Giao hàng chậm, nhân viên còn thái độ tệ!",negative
"Game này đồ họa đẹp, để chơi thử xem.",neutral
"Nhạc EDM này sôi động, nghe muốn nhảy luôn!",positive
"Dịch vụ hỗ trợ khách hàng kém, không nhiệt tình!",negative
"Phim này dài, chưa biết có đáng xem không.",neutral
"Video này sáng tạo, xem mà trầm trồ!",positive
"Hàng giao sai, shop không chịu sửa lỗi!",negative
"Sản phẩm này giá rẻ, để mua thử xem.",neutral
"Game này kịch tính, chơi mà tim đập mạnh!",positive
"Nhạc gì mà chán ngắt, nghe phát buồn!",negative
"Clip này nội dung lạ, xem thử cho biết.",neutral
"Phim này plot hay, xem xong bất ngờ!",positive
"Dịch vụ giao hàng tệ, không đúng giờ!",negative
"App này nghe bảo tiện, để dùng thử xem.",neutral
"Video du lịch này đẹp, xem muốn đi ngay!",positive
"Hàng kém bền, dùng vài hôm là hỏng!",negative
"Nhạc này bình thường, chưa thấy gì đặc biệt.",neutral
"Game này hấp dẫn, chơi quên cả ăn uống!",positive
"Dịch vụ hỗ trợ chậm, thái độ không ra gì!",negative
"Phim này bạn khen, để xem thử sao.",neutral
"Clip này quay đẹp, nội dung lôi cuốn!",positive
"Hàng giao trễ, còn bị bể nữa chứ!",negative
"Sản phẩm này giá ổn, chưa rõ bền không.",neutral
"Nhạc ballad này thấm, nghe mà xúc động!",positive
"Video review công nghệ này đỉnh, giải thích dễ hiểu!",positive
"Món ăn này dở tệ, không nuốt nổi luôn!",negative
"Áo này kiểu đẹp, chưa biết mặc lên sao.",neutral
"Clip du lịch này đẹp lung linh, xem muốn đi liền!",positive
"Điện thoại này lỗi liên tục, mua về hối hận!",negative
"Trận bóng này căng thẳng, chưa biết đội nào thắng.",neutral
"Công thức nấu ăn trong clip ngon, làm thử thành công!",positive
"Giày này xấu kinh khủng, không đáng giá tiền!",negative
"Khách sạn này nghe nói đẹp, để đặt thử xem.",neutral
"App học ngoại ngữ này hay, tiến bộ rõ rệt!",positive
"Món phở này nhạt nhẽo, thất vọng ghê!",negative
"Video tập gym này hơi khó, chưa biết có làm được không.",neutral
"Cảnh quay phim này đẹp mê hồn, xem đã mắt!",positive
"Dịch vụ sửa xe tệ, làm xong còn hỏng thêm!",negative
"Son này màu đẹp, chưa biết lên môi thế nào.",neutral
"Clip hướng dẫn vẽ đỉnh, học được nhiều kỹ thuật!",positive
"Đồ ăn giao trễ, nguội ngắt luôn!",negative
"Game bóng đá này mới ra, chưa biết có hay không.",neutral
"Video nhạc này chill, nghe thư giãn ghê!",positive
"Máy ảnh này chụp kém, phí tiền mua!",negative
"Quán cà phê này nghe nói xinh, để ghé thử.",neutral
"Clip làm đồ handmade này sáng tạo, thích quá!",positive
"Thời trang ở shop này lỗi mốt, chán ghê!",negative
"Tour du lịch này giá rẻ, chưa rõ chất lượng.",neutral
"Trận đấu này kịch tính, xem mà hồi hộp!",positive
"Dịch vụ spa này tệ, nhân viên không chuyên nghiệp!",negative
"Món bánh này nhìn ngon, chưa biết vị ra sao.",neutral
"Video review sách này hay, muốn mua đọc liền!",positive
"Tai nghe này âm thanh dở, không đáng giá!",negative
"Khóa học online này nghe nói tốt, để đăng ký thử.",neutral
"Clip tập yoga này dễ làm, cơ thể nhẹ nhàng hơn!",positive
"Đồ uống này ngọt gắt, uống không nổi!",negative
"Đồng hồ này thiết kế đẹp, chưa biết bền không.",neutral
"Video phỏng vấn này thú vị, nghe mà cuốn!",positive
"Dịch vụ giặt ủi này chậm, làm mất thời gian!",negative
"Món sushi này giá cao, chưa biết có ngon không.",neutral
"Game đua xe này đỉnh, chơi mà adrenaline tăng!",positive
"Áo khoác này mỏng dính, không giữ ấm nổi!",negative
"Clip dạy chụp ảnh này hay, để thử áp dụng.",neutral
"Nhạc cover này đỉnh, nghe muốn loop mãi!",positive
"Máy lọc không khí này ồn, dùng khó chịu!",negative
"Quán ăn này bạn khen, để ghé thử xem.",neutral
"Video khám phá thiên nhiên này đẹp, xem mê luôn!",positive
"Dịch vụ thuê xe này tệ, xe cũ kỹ quá!",negative
"Món trà sữa này nghe nói ngon, để thử xem.",neutral
"Clip dạy nhảy này vui, tập theo thấy khỏe!",positive
"Điện thoại này pin yếu, xài vài giờ là hết!",negative
"Sách này bìa đẹp, chưa biết nội dung ra sao.",neutral
"Trận bóng rổ này đỉnh, xem mà phấn khích!",positive
"Món chè này dở, không đúng vị truyền thống!",negative
"Video review mỹ phẩm này chi tiết, để thử mua.",neutral
"Game phiêu lưu này hay, chơi quên cả thời gian!",positive
"Dịch vụ cắt tóc này tệ, cắt xong xấu hơn!",negative
"Địa điểm du lịch này nghe nói đẹp, để đi thử.",neutral
"Clip dạy nấu phở này chuẩn, làm ra ngon tuyệt!",positive
"Tai nghe này đứt dây nhanh, chất lượng kém!",negative
"Áo thun này giá rẻ, chưa biết mặc có đẹp không.",neutral
"Video nhạc rap này đỉnh, flow quá chất!",positive
"Món pizza này nguội lạnh, giao hàng quá chậm!",negative
"Khóa học này bạn recommend, để xem thử sao.",neutral
"Clip review đồ chơi công nghệ này hay, muốn mua luôn!",positive
"Dịch vụ in ấn này tệ, màu in lem nhem!",negative
"Món cơm này nhìn ngon, chưa biết vị thế nào.",neutral
"Game bắn súng này đỉnh, chơi mà hồi hộp!",positive
"Son này màu xấu, lên môi không hợp!",negative
"Video dạy làm bánh này chi tiết, để thử làm.",neutral
"Nhạc acoustic này nhẹ nhàng, nghe thấm ghê!",positive
"Máy giặt này hỏng nhanh, phí tiền mua!",negative
"Quán này nghe nói đông, để ghé thử xem.",neutral
"Clip review phim này cuốn, muốn xem ngay!",positive
"Dịch vụ giao hoa này tệ, hoa héo hết!",negative
"Đồng hồ này kiểu đẹp, chưa biết chạy ổn không.",neutral
"Game chiến thuật này hay, chơi cực kỳ cuốn!",positive
"Món ăn này dở ẹc, không đáng thử!",negative
"Video dạy vẽ này bạn khen, để xem thử.",neutral
"Nhạc EDM này bùng nổ, nghe muốn quẩy luôn!",positive
"Điện thoại này nóng máy, dùng khó chịu!",negative
"Áo sơ mi này giá ổn, chưa biết chất vải sao.",neutral
"Clip du lịch biển này đẹp, xem muốn đi ngay!",positive
"Dịch vụ sửa điện thoại này tệ, làm xong hỏng thêm!",negative
"Món tráng miệng này nhìn ngon, chưa biết vị.",neutral
"Video review laptop này hay, muốn mua thử!",positive
"Giày này lỏng gót, đi không thoải mái!",negative
"Khách sạn này nghe nói xịn, để đặt thử.",neutral
"Game đua thuyền này đỉnh, chơi mà phấn khích!",positive
"Món bún này nhạt, không đúng chuẩn!",negative
"Video dạy yoga này bạn recommend, để tập thử.",neutral
"Nhạc ballad này sâu lắng, nghe mà thấm!",positive
"Máy ảnh này chụp mờ, không đáng tiền!",negative
"Quán trà này nghe nói chill, để ghé xem.",neutral
"Clip review tai nghe này chi tiết, muốn mua luôn!",positive
"Dịch vụ ship đồ này tệ, giao trễ liên tục!",negative
"Món phở này giá cao, chưa biết ngon không.",neutral
"Game phiêu lưu này đỉnh, chơi quên cả giờ!",positive
"Son này khô môi, dùng không thích!",negative
"Video dạy nấu ăn này hay, để thử làm.",neutral
"Nhạc live này đỉnh, nghe nổi da gà!",positive
"Máy lọc nước này ồn, dùng khó chịu!",negative
"Áo khoác này kiểu đẹp, chưa biết ấm không.",neutral
"Clip review game này cuốn, muốn chơi ngay!",positive
"Video review điện thoại này đỉnh, muốn mua ngay!",positive
"Món gà rán này dở, dầu mỡ kinh khủng!",negative
"Quần này kiểu đẹp, chưa biết mặc lên sao.",neutral
"Clip du lịch núi này đẹp, xem muốn đi khám phá!",positive
"Laptop này lag liên tục, mua về thất vọng!",negative
"Trận tennis này căng thẳng, chưa biết ai thắng.",neutral
"Công thức làm bánh trong clip ngon, làm ra tuyệt!",positive
"Túi xách này xấu, không đáng đồng tiền!",negative
"Resort này nghe nói sang, để đặt thử xem.",neutral
"App học toán này hay, giải bài nhanh chóng!",positive
"Món lẩu này nhạt, không đúng vị!",negative
"Video tập thể dục này hơi khó, chưa biết làm được không.Concurrent",neutral
"Phim tài liệu này hay, xem mở mang kiến thức!",positive
"Dịch vụ sửa laptop này tệ, làm xong hỏng thêm!",negative
"Kem này màu đẹp, chưa biết dùng có tốt không.",neutral
"Clip dạy hát này đỉnh, giọng hay hơn hẳn!",positive
"Đồ ăn giao trễ, lạnh ngắt luôn!",negative
"Game đua xe này mới ra, chưa biết có hay không.",neutral
"Video nhạc chill này đỉnh, nghe thư giãn lắm!",positive
"Loa này âm thanh rè, phí tiền mua!",negative
"Quán bar này nghe nói xịn, để ghé thử.",neutral
"Clip làm đồ thủ công này sáng tạo, thích ghê!",positive
"Áo len này mỏng, không ấm chút nào!",negative
"Chuyến bay này giá rẻ, chưa rõ dịch vụ sao.",neutral
"Trận bóng chuyền này đỉnh, xem mà phấn khích!",positive
"Dịch vụ massage này tệ, nhân viên không nhiệt tình!",negative
"Món mì này nhìn ngon, chưa biết vị ra sao.",neutral
"Video review truyện này hay, muốn đọc ngay!",positive
"Đồng hồ này chạy chậm, chất lượng kém!",negative
"Khóa học lập trình này nghe nói tốt, để thử xem.",neutral
"Clip tập nhảy này vui, tập theo thấy khỏe!",positive
"Món kem này ngọt quá, ăn không nổi!",negative
"Giày này thiết kế đẹp, chưa biết đi có êm không.",neutral
"Video phỏng vấn ca sĩ này thú vị, nghe cuốn!",positive
"Dịch vụ giặt thảm này tệ, làm xong vẫn bẩn!",negative
"Món bò này giá cao, chưa biết có ngon không.",neutral
"Game sinh tồn này đỉnh, chơi mà hồi hộp!",positive
"Quần jeans này rách nhanh, không bền chút nào!",negative
"Clip dạy chụp ảnh này hay, để áp dụng thử.",neutral
"Nhạc remix này đỉnh, nghe muốn nhảy luôn!",positive
"Máy hút bụi này yếu, không sạch nổi!",negative
"Quán phở này bạn khen, để ghé thử xem.",neutral
"Video khám phá hang động này đẹp, xem mê mẩn!",positive
"Dịch vụ thuê đồ này tệ, đồ cũ kỹ quá!",negative
"Món cháo này nghe nói ngon, để thử xem.",neutral
"Clip dạy múa này vui, tập theo thấy thích!",positive
"Điện thoại này màn hình mờ, dùng khó chịu!",negative
"Sách này bìa đẹp, chưa biết nội dung thế nào.",neutral
"Trận đấu võ này đỉnh, xem mà phấn khích!",positive
"Món canh này dở, không có vị gì!",negative
"Video review son này chi tiết, để thử mua.",neutral
"Game phiêu lưu này hay, chơi quên cả giờ!",positive
"Dịch vụ làm móng này tệ, làm xong xấu hơn!",negative
"Địa điểm cắm trại này nghe nói đẹp, để đi thử.",neutral
"Clip dạy làm sushi này chuẩn, làm ra ngon lắm!",positive
"Tai nghe này âm thanh nhỏ, chất lượng kém!",negative
"Váy này giá rẻ, chưa biết mặc có đẹp không.",neutral
"Video nhạc rap này chất, flow quá đỉnh!",positive
"Món bún này nguội lạnh, giao hàng quá chậm!",negative
"Khóa học này bạn recommend, để xem thử sao.",neutral
"Clip review máy ảnh này hay, muốn mua luôn!",positive
"Dịch vụ in áo này tệ, màu in phai nhanh!",negative
"Món cá này nhìn ngon, chưa biết vị thế nào.",neutral
"Game bắn súng này đỉnh, chơi mà hồi hộp!",positive
"Son này lên màu xấu, không hợp chút nào!",negative
"Video dạy làm đồ uống này hay, để thử làm.",neutral
"Nhạc live này đỉnh, nghe nổi da gà luôn!",positive
"Máy xay này hỏng nhanh, phí tiền mua!",negative
"Quán này nghe nói đông, để ghé thử xem.",neutral
"Clip review phim này cuốn, muốn xem ngay!",positive
"Dịch vụ giao đồ ăn này tệ, giao trễ liên tục!",negative
"Đồng hồ này kiểu đẹp, chưa biết chạy ổn không.",neutral
"Game chiến thuật này hay, chơi cực kỳ cuốn!",positive
"Món soup này dở, không đáng thử!",negative
"Video dạy vẽ này bạn khen, để xem thử.",neutral
"Nhạc EDM này bùng nổ, nghe muốn quẩy luôn!",positive
"Điện thoại này nóng máy, dùng khó chịu!",negative
"Áo sơ mi này giá ổn, chưa biết chất vải sao.",neutral
"Clip du lịch đảo này đẹp, xem muốn đi ngay!",positive
"Dịch vụ sửa máy tính này tệ, làm xong hỏng thêm!",negative
"Món dessert này nhìn ngon, chưa biết vị.",neutral
"Video review loa này hay, muốn mua thử!",positive
"Giày này lỏng gót, đi không thoải mái!",negative
"Khách sạn này nghe nói xịn, để đặt thử.",neutral
"Game đua thuyền này đỉnh, chơi mà phấn khích!",positive
"Món bún này nhạt, không đúng chuẩn!",negative
"Video dạy yoga này bạn recommend, để tập thử.",neutral
"Nhạc ballad này sâu lắng, nghe mà thấm!",positive
"Máy ảnh này chụp mờ, không đáng tiền!",negative
"Quán trà này nghe nói chill, để ghé xem.",neutral
"Clip review tai nghe này chi tiết, muốn mua luôn!",positive
"Dịch vụ ship đồ này tệ, giao trễ liên tục!",negative
"Món phở này giá cao, chưa biết ngon không.",neutral
"Game phiêu lưu này đỉnh, chơi quên cả giờ!",positive
"Son này khô môi, dùng không thích!",negative
"Video dạy nấu ăn này hay, để thử làm.",neutral
"Nhạc live này đỉnh, nghe nổi da gà!",positive
"Máy lọc nước này ồn, dùng khó chịu!",negative
"Áo khoác này kiểu đẹp, chưa biết ấm không.",neutral
"Clip review game này cuốn, muốn chơi ngay!",positive
"Video review smartwatch này hay, muốn sắm ngay!",positive
"Món bò kho này dở, thịt dai nhách!",negative
"Balo này thiết kế đẹp, chưa biết đựng đồ sao.",neutral
"Clip khám phá rừng này đẹp, xem muốn đi luôn!",positive
"Máy tính này treo liên tục, mua về bực mình!",negative
"Trận cầu lông này hấp dẫn, chưa rõ ai thắng.",neutral
"Công thức pha cà phê trong clip ngon, thử làm đỉnh!",positive
"Dép này lỏng chân, đi không chắc chắn!",negative
"Homestay này nghe nói xinh, để đặt thử xem.",neutral
"App học tiếng Anh này đỉnh, phát âm chuẩn ghê!",positive
"Món bánh mì này khô khốc, thất vọng quá!",negative
"Video hướng dẫn chạy bộ này hay, chưa biết áp dụng được không.",neutral
"Phim khoa học này thú vị, xem mở rộng tầm mắt!",positive
